fuel_type,generators,facilities,named_capacity_megawatts,summer_capacity_megawatts,us_state,in_year
Pumped Storage,8,2,3427.2,3232.6,TN,2018
Wind,8,4,57.6,58.2,TN,2018
Wood and Wood Derived Fuels,12,6,371.4,364,TN,2018
Natural Gas,1330,330,157698.2,139614.4,TX,2018
Other,44,36,688.4,646.6,TX,2018
Hydroelectric Conventional,94,48,1417.2,1340,TX,2018
Other Biomass,106,30,217.2,200.4,TX,2018
Petroleum,66,24,235.6,219.4,TX,2018
Solar Thermal and Photovoltaic,106,104,3886.2,3897.6,TX,2018
Wind,354,326,48374.6,48374.4,TX,2018
Coal,66,34,40887,38643.2,TX,2018
Wood and Wood Derived Fuels,18,12,679.2,625.6,TX,2018
Nuclear,8,4,10277.2,9920,TX,2018
Other Gases,20,16,948.8,836.8,TX,2018
Natural Gas,162,46,6492,5356.8,UT,2018
Other Biomass,22,8,27,25.6,UT,2018
Coal,20,12,9788.2,9308,UT,2018
Geothermal,10,6,167.6,146,UT,2018
Hydroelectric Conventional,114,60,550.2,538.8,UT,2018
Other,4,4,82.6,80.4,UT,2018
Petroleum,22,6,58.6,55.6,UT,2018
Solar Thermal and Photovoltaic,62,60,1718.2,1718.2,UT,2018
Wind,10,10,776.4,776.4,UT,2018
Coal,40,18,8061.8,7560,VA,2018
Natural Gas,212,60,31555.8,29104,VA,2018
Other Biomass,702,48,712.8,628.6,VA,2018
Petroleum,362,76,5502.4,4685.8,VA,2018
Hydroelectric Conventional,150,50,1644.8,1732,VA,2018
Nuclear,8,4,7308.8,7136,VA,2018
Pumped Storage,18,4,6218.6,6482,VA,2018
Solar Thermal and Photovoltaic,48,48,924,785,VA,2018
Wood and Wood Derived Fuels,32,20,1323.6,1156.2,VA,2018
Wood and Wood Derived Fuels,8,6,164.8,145.4,VT,2018
Hydroelectric Conventional,258,94,656.6,662.4,VT,2018
Other,4,4,6,6,VT,2018
Other Biomass,12,4,19.2,18.2,VT,2018
Petroleum,26,16,265.8,195.8,VT,2018
Solar Thermal and Photovoltaic,68,68,201.2,201,VT,2018
Wind,10,10,302,300.4,VT,2018
Natural Gas,88,36,8232.8,6773.2,WA,2018
Other Biomass,64,10,154,147.4,WA,2018
Petroleum,16,8,31,30.4,WA,2018
Hydroelectric Conventional,576,152,42545,42562.2,WA,2018
Nuclear,2,2,2400,2326,WA,2018
Other,8,6,12.8,12.4,WA,2018
Pumped Storage,12,2,628,628,WA,2018
Solar Thermal and Photovoltaic,4,4,39.4,39.4,WA,2018
Wind,48,42,6148,6146.2,WA,2018
Wood and Wood Derived Fuels,34,22,650.2,621.4,WA,2018
Coal,4,2,2919.6,2680,WA,2018
Natural Gas,194,92,15250.6,13627,WI,2018
Other Biomass,186,50,224.2,220.6,WI,2018
Petroleum,228,62,1636,1387.8,WI,2018
Solar Thermal and Photovoltaic,32,32,47.8,47.8,WI,2018
Wind,32,26,1472.4,876.8,WI,2018
Coal,34,20,11812.4,11108.4,WI,2018
Hydroelectric Conventional,492,132,1075.8,787.2,WI,2018
Wood and Wood Derived Fuels,32,18,651.2,542.4,WI,2018
Nuclear,4,2,2572,2391.6,WI,2018
Other,6,2,41.6,42.2,WI,2018
Coal,38,20,26143.4,25116,WV,2018
Hydroelectric Conventional,74,24,741.2,681.6,WV,2018
Natural Gas,34,8,2663.8,2410.2,WV,2018
Other,6,6,99,99,WV,2018
Petroleum,2,2,37,22,WV,2018
Wind,14,12,1372.6,1372.6,WV,2018
Coal,56,24,14508.2,12812,WY,2018
Hydroelectric Conventional,64,32,606.8,614.2,WY,2018
Natural Gas,52,20,612.8,521,WY,2018
Petroleum,8,6,11.6,11.6,WY,2018
Wind,62,42,2974.6,2974.6,WY,2018
Solar Thermal and Photovoltaic,2,2,184,184,WY,2018
Other,4,4,24.8,24.8,WY,2018
Other Gases,14,6,295.4,204,WY,2018
Coal,34,10,351,305.6,AK,2017
Hydroelectric Conventional,126,64,951,941.2,AK,2017
Other Biomass,10,2,23,14,AK,2017
Petroleum,720,198,1653.4,1462,AK,2017
Natural Gas,122,30,2848.8,2561,AK,2017
Other,8,8,92.4,92.4,AK,2017
Wind,58,12,121.2,121.2,AK,2017
Natural Gas,216,56,32669.2,29883.8,AL,2017
Wood and Wood Derived Fuels,40,24,1513.4,1359,AL,2017
Coal,24,8,11438.4,11006.2,AL,2017
Hydroelectric Conventional,178,42,6213.4,6125.8,AL,2017
Nuclear,10,4,10540.8,10120.8,AL,2017
Petroleum,28,8,95.6,85.2,AL,2017
Solar Thermal and Photovoltaic,10,10,364.4,358.6,AL,2017
Other,2,2,2,2,AL,2017
Other Biomass,10,4,12.8,12.8,AL,2017
Other Gases,6,4,57.6,39.6,AL,2017
Natural Gas,116,34,14458.8,12141.6,AR,2017
Other Biomass,26,8,56.2,36.2,AR,2017
Coal,14,10,10974,10200,AR,2017
Hydroelectric Conventional,98,38,2641.8,2527.8,AR,2017
Nuclear,4,2,3690,3635.6,AR,2017
Petroleum,18,6,24.6,24.4,AR,2017
Pumped Storage,2,2,56,56,AR,2017
Solar Thermal and Photovoltaic,8,8,38,38,AR,2017
Wood and Wood Derived Fuels,24,10,726.2,624.6,AR,2017
Natural Gas,274,64,32529.4,27125.6,AZ,2017
Petroleum,12,8,256.6,181,AZ,2017
Solar Thermal and Photovoltaic,208,144,4117.2,3991,AZ,2017
Coal,28,10,12489.6,11508,AZ,2017
Hydroelectric Conventional,68,20,5436,5441.8,AZ,2017
Nuclear,6,2,8419.2,7874,AZ,2017
Pumped Storage,12,6,388.2,432.6,AZ,2017
Other,4,4,40,40,AZ,2017
Other Biomass,8,4,12,12,AZ,2017
Wind,10,10,534.6,534.6,AZ,2017
Wood and Wood Derived Fuels,4,4,60.4,49.4,AZ,2017
Natural Gas,1386,574,86847.6,78867.8,CA,2017
Other,70,58,550.4,531.6,CA,2017
Other Biomass,406,156,1181.8,1047.6,CA,2017
Solar Thermal and Photovoltaic,1482,1022,20915,20753.4,CA,2017
Wood and Wood Derived Fuels,74,62,1665.6,1427.4,CA,2017
Hydroelectric Conventional,888,502,20122.2,20396,CA,2017
Petroleum,258,38,1150.2,945.4,CA,2017
Wind,262,228,11743.6,11715.4,CA,2017
Geothermal,176,64,5576,3676,CA,2017
Nuclear,4,2,4646,4480,CA,2017
Pumped Storage,64,16,7491.2,7823.8,CA,2017
Coal,6,2,125,114,CA,2017
Other Gases,30,18,540.2,442.8,CA,2017
Natural Gas,254,62,15644.8,12987.6,CO,2017
Other Biomass,22,6,42.8,32.2,CO,2017
Hydroelectric Conventional,128,92,1344.6,1374.8,CO,2017
Solar Thermal and Photovoltaic,120,104,924.2,921.6,CO,2017
Wind,72,52,6214.4,6212.4,CO,2017
Coal,40,20,9897,8998,CO,2017
Other,6,6,23.2,20.6,CO,2017
Petroleum,96,26,405.4,336.8,CO,2017
Pumped Storage,10,6,1017,1125,CO,2017
Wood and Wood Derived Fuels,2,2,25.2,25.2,CO,2017
Natural Gas,140,78,7936.8,7413.8,CT,2017
Other,10,10,665.8,601,CT,2017
Petroleum,140,56,4713.6,4070.2,CT,2017
Solar Thermal and Photovoltaic,36,34,67.6,69,CT,2017
Hydroelectric Conventional,78,28,237,244.4,CT,2017
Coal,2,2,800,766.8,CT,2017
Nuclear,4,2,4325.8,4175.6,CT,2017
Other Biomass,24,14,422.6,332,CT,2017
Pumped Storage,6,2,62,58.8,CT,2017
Wind,2,2,10,2,CT,2017
Wood and Wood Derived Fuels,2,2,86,75,CT,2017
Natural Gas,4,2,21.6,18,DC,2017
Other Biomass,8,2,50.2,46,DC,2017
Natural Gas,58,20,5677.2,5344.6,DE,2017
Solar Thermal and Photovoltaic,20,16,64,63.8,DE,2017
Wind,2,2,4,4,DE,2017
Coal,2,2,891,820,DE,2017
Other Biomass,24,6,24.4,24.4,DE,2017
Petroleum,12,10,243.2,228.2,DE,2017
Other Gases,8,2,280,270,DE,2017
Coal,48,22,21913.8,19644,FL,2017
Natural Gas,572,138,88532.6,76650,FL,2017
Other Biomass,172,64,1962,1615.8,FL,2017
Petroleum,162,40,11593.4,10058,FL,2017
Solar Thermal and Photovoltaic,70,70,1035.4,1027.8,FL,2017
Hydroelectric Conventional,12,4,111.4,109,FL,2017
Nuclear,8,4,7594.4,7144,FL,2017
Wood and Wood Derived Fuels,36,18,1121,977.8,FL,2017
Other,24,12,804.6,697.4,FL,2017
Natural Gas,262,66,37434.8,33168,GA,2017
Other Biomass,84,24,126.2,124,GA,2017
Wood and Wood Derived Fuels,66,30,1797.2,1686.8,GA,2017
Petroleum,180,48,2313.6,2058.4,GA,2017
Solar Thermal and Photovoltaic,82,80,1971.8,1949.8,GA,2017
Coal,32,12,20219.4,18721,GA,2017
Hydroelectric Conventional,224,66,4351.6,4550.2,GA,2017
Nuclear,8,4,8083.6,8122,GA,2017
Other,4,4,92,90,GA,2017
Pumped Storage,26,8,3269.2,3724.4,GA,2017
Coal,2,2,406,360,HI,2017
Petroleum,206,38,4125,3743.8,HI,2017
Other Biomass,16,8,459.2,434.6,HI,2017
Hydroelectric Conventional,28,16,54.2,51.8,HI,2017
Other,16,16,167.2,138.2,HI,2017
Solar Thermal and Photovoltaic,72,28,196.6,196.6,HI,2017
Geothermal,24,2,102,86,HI,2017
Wind,14,14,411.2,411.2,HI,2017
Other Gases,4,2,12,12.8,HI,2017
Natural Gas,202,78,8327.4,7142.2,IA,2017
Other Biomass,44,10,42.8,42.8,IA,2017
Coal,66,32,11989,10995.8,IA,2017
Petroleum,720,202,1876.4,1705.4,IA,2017
Wind,228,176,14189.8,13934.6,IA,2017
Hydroelectric Conventional,40,6,258.4,292.8,IA,2017
Solar Thermal and Photovoltaic,8,8,15.4,15.4,IA,2017
Nuclear,2,2,1359,1202.8,IA,2017
Other Biomass,38,18,47.4,46.2,ID,2017
Wood and Wood Derived Fuels,8,6,212.4,121.6,ID,2017
Natural Gas,32,16,2528.8,2227.4,ID,2017
Hydroelectric Conventional,350,152,5081.6,5415,ID,2017
Petroleum,4,2,10,10.8,ID,2017
Wind,64,64,1948.8,1941,ID,2017
Geothermal,2,2,36,20,ID,2017
Solar Thermal and Photovoltaic,18,16,480,480,ID,2017
Coal,6,2,20.4,17,ID,2017
Other,2,2,31.8,29.6,ID,2017
Natural Gas,604,158,34698.4,28508.8,IL,2017
Other Biomass,122,42,266.2,234.4,IL,2017
Coal,98,42,31331,27932,IL,2017
Hydroelectric Conventional,58,18,79.4,68.2,IL,2017
Petroleum,366,76,1592,1348.4,IL,2017
Solar Thermal and Photovoltaic,12,12,70.2,69.6,IL,2017
Wind,76,66,8573,8523.6,IL,2017
Nuclear,22,12,24830.2,23154.8,IL,2017
Other,14,12,380.8,380.8,IL,2017
Other Gases,6,2,79.4,73,IL,2017
Coal,96,34,35159.8,31522.8,IN,2017
Natural Gas,190,64,15518.4,13081.8,IN,2017
Other Biomass,154,34,160,152.6,IN,2017
Petroleum,94,32,571.4,475.6,IN,2017
Wind,34,28,4218.8,4218.8,IN,2017
Hydroelectric Conventional,42,10,184.2,120.8,IN,2017
Other,8,8,235.2,222,IN,2017
Other Gases,40,14,1392.4,1238.6,IN,2017
Solar Thermal and Photovoltaic,112,112,393.6,393.4,IN,2017
Wind,74,66,10265.2,10232,KS,2017
Coal,20,12,9893.4,9428.4,KS,2017
Natural Gas,424,132,10482.8,9022,KS,2017
Nuclear,2,2,2535.4,2450,KS,2017
Petroleum,348,102,1287.2,1101.2,KS,2017
Solar Thermal and Photovoltaic,8,8,8,8.4,KS,2017
Hydroelectric Conventional,22,2,14,14,KS,2017
Other Biomass,18,4,18.4,18,KS,2017
Other,2,2,4,1.6,KS,2017
Coal,82,30,28387.4,23725.6,KY,2017
Hydroelectric Conventional,78,20,2185,2293.8,KY,2017
Natural Gas,114,30,16973.8,13999.2,KY,2017
Other Biomass,46,16,40.8,39.8,KY,2017
Petroleum,14,2,23,23.8,KY,2017
Solar Thermal and Photovoltaic,12,12,52.6,52.6,KY,2017
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2017
Natural Gas,352,114,39564.6,32846.6,LA,2017
Coal,10,8,6340.4,5665.2,LA,2017
Nuclear,4,4,4471.4,4265.8,LA,2017
Other,36,20,728.8,578.4,LA,2017
Petroleum,18,12,2088.4,1874.8,LA,2017
Solar Thermal and Photovoltaic,2,2,2.2,2.2,LA,2017
Hydroelectric Conventional,16,2,384,384,LA,2017
Other Biomass,6,4,30.2,27.8,LA,2017
Other Gases,14,4,951.8,814.8,LA,2017
Wood and Wood Derived Fuels,30,16,1082.8,952.4,LA,2017
Natural Gas,194,76,13930.2,11585,MA,2017
Petroleum,152,52,5714.6,5176.8,MA,2017
Hydroelectric Conventional,152,60,540.8,534.8,MA,2017
Other Biomass,46,28,685.2,538.6,MA,2017
Solar Thermal and Photovoltaic,512,488,1305.6,1287.6,MA,2017
Wind,52,40,186,185.8,MA,2017
Other,6,4,6,9.8,MA,2017
Nuclear,2,2,1340,1354.4,MA,2017
Pumped Storage,12,4,3080,3536,MA,2017
Wood and Wood Derived Fuels,2,2,36,32,MA,2017
Coal,32,16,10253.6,9424,MD,2017
Natural Gas,112,36,10104.2,8695.6,MD,2017
Other Biomass,80,22,316.8,278.8,MD,2017
Petroleum,110,30,2774.6,2434.6,MD,2017
Solar Thermal and Photovoltaic,98,98,349.4,336.2,MD,2017
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2017
Hydroelectric Conventional,26,4,1101.6,1180,MD,2017
Nuclear,4,2,3657.4,3415.6,MD,2017
Other,4,4,26,26,MD,2017
Wind,10,10,380,380,MD,2017
Natural Gas,32,14,3702.4,3311.2,ME,2017
Wood and Wood Derived Fuels,46,30,1438,1289.4,ME,2017
Other Biomass,16,10,100.2,82.6,ME,2017
Petroleum,34,12,1835.2,1761.8,ME,2017
Hydroelectric Conventional,458,108,1429.6,1464.8,ME,2017
Other,4,4,77.4,76.4,ME,2017
Solar Thermal and Photovoltaic,4,4,11.2,11.2,ME,2017
Wind,38,34,1843.2,1843.2,ME,2017
Coal,74,30,20264.4,18433.4,MI,2017
Natural Gas,398,130,23975.8,21571.6,MI,2017
Other Biomass,210,52,477.4,442.2,MI,2017
Other Gases,2,2,500,500,MI,2017
Petroleum,272,84,1199.4,1075.2,MI,2017
Hydroelectric Conventional,454,110,723.2,533.8,MI,2017
Nuclear,8,6,8628.2,8239.6,MI,2017
Pumped Storage,12,2,3957.6,4268,MI,2017
Solar Thermal and Photovoltaic,20,20,146,146,MI,2017
Wind,58,48,3715.8,3383.6,MI,2017
Wood and Wood Derived Fuels,24,18,749.2,676,MI,2017
Natural Gas,190,72,11517.2,9808.4,MN,2017
Other Biomass,62,28,424.8,335,MN,2017
Wood and Wood Derived Fuels,26,14,743.6,635,MN,2017
Other,8,8,46.4,38.8,MN,2017
Petroleum,448,150,1834.4,1574.2,MN,2017
Wind,298,258,7145.6,7125.6,MN,2017
Coal,52,26,9311.4,8618.8,MN,2017
Hydroelectric Conventional,204,54,430.6,411.8,MN,2017
Nuclear,6,4,3742.4,3314,MN,2017
Solar Thermal and Photovoltaic,342,158,1011.2,997,MN,2017
Natural Gas,262,84,14503.4,12051.2,MO,2017
Petroleum,368,96,2557.6,2210.2,MO,2017
Coal,62,30,23965.2,22521.6,MO,2017
Solar Thermal and Photovoltaic,30,30,97.2,97.2,MO,2017
Hydroelectric Conventional,40,12,1012,1097,MO,2017
Nuclear,2,2,2471.6,2380,MO,2017
Other,4,4,4.4,4.4,MO,2017
Other Biomass,24,12,34.4,33,MO,2017
Pumped Storage,18,6,1200.8,1314,MO,2017
Wind,16,16,1918.8,1908.6,MO,2017
Natural Gas,198,56,27695.6,24283.2,MS,2017
Other,4,2,3.2,2.8,MS,2017
Coal,10,6,4020.6,3608,MS,2017
Nuclear,2,2,2880,2802,MS,2017
Petroleum,24,8,96,88.6,MS,2017
Other Biomass,2,2,3.2,3.2,MS,2017
Solar Thermal and Photovoltaic,10,10,321.2,321.2,MS,2017
Wood and Wood Derived Fuels,20,8,588.6,546.2,MS,2017
Petroleum,2,2,136,104,MT,2017
Coal,18,10,4975.6,4586.2,MT,2017
Hydroelectric Conventional,148,46,5342.4,5495.6,MT,2017
Natural Gas,36,12,949.2,787.6,MT,2017
Wind,26,26,1374.6,1357,MT,2017
Other,16,4,120,88,MT,2017
Solar Thermal and Photovoltaic,12,12,34,34,MT,2017
Other Gases,2,2,3.2,3,MT,2017
Wood and Wood Derived Fuels,2,2,5.6,6,MT,2017
Coal,60,22,22508.2,21073.6,NC,2017
Other Biomass,174,44,199,189.4,NC,2017
Petroleum,216,92,799,675.2,NC,2017
Wood and Wood Derived Fuels,30,18,1090,947.2,NC,2017
Hydroelectric Conventional,214,82,3780.8,4004,NC,2017
Natural Gas,192,38,25485.2,21539.8,NC,2017
Solar Thermal and Photovoltaic,1012,946,6693.4,6688,NC,2017
Nuclear,10,6,10789.4,10235.2,NC,2017
Other,4,4,110,110,NC,2017
Pumped Storage,2,2,190,172,NC,2017
Wind,2,2,416,416,NC,2017
Petroleum,30,18,143,130.4,ND,2017
Coal,28,18,8319.8,8084.8,ND,2017
Hydroelectric Conventional,10,2,1228,1020,ND,2017
Natural Gas,42,6,1367.2,1039.2,ND,2017
Other,2,2,10.6,10.6,ND,2017
Wind,70,64,6160,6146,ND,2017
Other Biomass,4,2,19.6,19.6,ND,2017
Other Gases,6,2,15,16.8,ND,2017
Other Biomass,34,8,31.4,31.4,NE,2017
Coal,34,20,7965.8,7634.6,NE,2017
Hydroelectric Conventional,38,20,400,347.8,NE,2017
Natural Gas,190,64,4023.4,3509.8,NE,2017
Nuclear,2,2,1602,1540,NE,2017
Other,2,2,144.8,144,NE,2017
Petroleum,204,74,740.2,642.4,NE,2017
Wind,50,42,2834.4,2834.8,NE,2017
Solar Thermal and Photovoltaic,8,8,31.2,31.2,NE,2017
Other Biomass,20,8,67,62.2,NH,2017
Petroleum,26,14,213.8,188,NH,2017
Coal,8,4,1118.4,1067.8,NH,2017
Hydroelectric Conventional,180,68,1031.4,1009.6,NH,2017
Natural Gas,16,8,3629,3270,NH,2017
Wood and Wood Derived Fuels,16,16,486.8,419.8,NH,2017
Nuclear,2,2,2484,2498.2,NH,2017
Wind,8,8,370.6,366.2,NH,2017
Coal,6,6,1381,1218,NJ,2017
Natural Gas,294,98,25786.4,23001.4,NJ,2017
Other Biomass,90,34,524.6,454.6,NJ,2017
Petroleum,30,16,564.8,475.6,NJ,2017
Solar Thermal and Photovoltaic,452,382,1342.4,1329.4,NJ,2017
Other,4,4,24.4,24.4,NJ,2017
Pumped Storage,6,2,906,840,NJ,2017
Hydroelectric Conventional,14,4,29.4,24.6,NJ,2017
Nuclear,8,6,8361.4,8215.8,NJ,2017
Wind,4,4,18,15.2,NJ,2017
Other Gases,4,2,60,46.8,NJ,2017
Natural Gas,104,42,7479.8,6552.2,NM,2017
Other Biomass,8,4,10.8,10.8,NM,2017
Wind,46,40,3529,3529,NM,2017
Coal,10,6,5634.4,5268,NM,2017
Hydroelectric Conventional,20,10,163.4,165.8,NM,2017
Other,6,4,5.2,5.2,NM,2017
Petroleum,30,8,123.6,104.8,NM,2017
Solar Thermal and Photovoltaic,100,94,1034.4,1032.6,NM,2017
Geothermal,8,2,8,3.2,NM,2017
Natural Gas,180,32,16728.4,14090.4,NV,2017
Solar Thermal and Photovoltaic,130,64,4384.8,4336.2,NV,2017
Coal,6,4,1618,1480.8,NV,2017
Hydroelectric Conventional,34,12,2104.4,2102.8,NV,2017
Other,2,2,15,13,NV,2017
Petroleum,6,2,12,12,NV,2017
Geothermal,146,50,1501.8,996.4,NV,2017
Other Biomass,8,4,30.4,19.6,NV,2017
Wind,2,2,300,300,NV,2017
Natural Gas,594,192,46337.4,41645.6,NY,2017
Other Biomass,236,64,876,772.2,NY,2017
Wood and Wood Derived Fuels,8,8,295.4,276,NY,2017
Hydroelectric Conventional,804,326,9368.6,9108.6,NY,2017
Petroleum,378,110,7831,7127.6,NY,2017
Solar Thermal and Photovoltaic,126,116,322.4,321.8,NY,2017
Wind,58,48,3660.6,3652.4,NY,2017
Other,8,8,530,485.4,NY,2017
Pumped Storage,32,4,2480,2813.6,NY,2017
Coal,28,8,3475.4,3280.4,NY,2017
Nuclear,12,10,11418.8,10781.4,NY,2017
Natural Gas,298,92,26517.2,22678.6,OH,2017
Other Gases,20,8,445,374.2,OH,2017
Wood and Wood Derived Fuels,14,6,153,95.8,OH,2017
Other Biomass,152,32,207.6,199,OH,2017
Petroleum,264,118,1750,1557,OH,2017
Solar Thermal and Photovoltaic,36,36,141.4,138.8,OH,2017
Wind,46,28,1208.8,1208.8,OH,2017
Coal,78,28,31222.8,29210.8,OH,2017
Hydroelectric Conventional,30,10,257.2,203.8,OH,2017
Other,14,12,66,66,OH,2017
Nuclear,4,4,4473.6,4268,OH,2017
Coal,26,14,9662,8669.2,OK,2017
Natural Gas,246,60,32469.2,28336,OK,2017
Petroleum,62,26,160.6,148.8,OK,2017
Hydroelectric Conventional,64,20,1618.6,1723.2,OK,2017
Pumped Storage,12,2,518.4,516,OK,2017
Solar Thermal and Photovoltaic,12,12,41,41,OK,2017
Wind,100,92,13816.8,13795.4,OK,2017
Other Biomass,6,4,40,36.8,OK,2017
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2017
Natural Gas,94,26,8661.4,7466.2,OR,2017
Other Biomass,82,24,116.2,112,OR,2017
Wood and Wood Derived Fuels,46,22,600.8,517.4,OR,2017
Coal,2,2,1284.4,1170,OR,2017
Geothermal,8,4,73.4,39,OR,2017
Hydroelectric Conventional,392,130,16902,16846.4,OR,2017
Other,2,2,10,10,OR,2017
Solar Thermal and Photovoltaic,64,64,409,408.4,OR,2017
Wind,88,80,6422.4,6420.4,OR,2017
Coal,58,40,25039,22562,PA,2017
Natural Gas,336,104,36402.4,33113.6,PA,2017
Other Biomass,282,70,1016.4,896.4,PA,2017
Petroleum,198,76,4317.8,3351.4,PA,2017
Solar Thermal and Photovoltaic,54,48,110.4,103.6,PA,2017
Hydroelectric Conventional,124,34,1839,1799.2,PA,2017
Nuclear,18,10,20970.4,19594,PA,2017
Other,10,10,500.8,476.8,PA,2017
Pumped Storage,22,4,3082,3166,PA,2017
Wind,50,50,2746.8,2743.6,PA,2017
Other Gases,18,8,232,211.6,PA,2017
Wood and Wood Derived Fuels,6,6,252.2,210.4,PA,2017
Natural Gas,54,18,3986.2,3637.8,RI,2017
Petroleum,12,4,25.2,24.4,RI,2017
Wind,28,20,105,103.6,RI,2017
Hydroelectric Conventional,10,4,5.6,5.4,RI,2017
Other Biomass,20,6,88.2,80.2,RI,2017
Solar Thermal and Photovoltaic,20,20,37.4,37.4,RI,2017
Natural Gas,142,40,13949.4,11519.6,SC,2017
Wood and Wood Derived Fuels,28,18,1076,969.8,SC,2017
Hydroelectric Conventional,234,64,2794.4,2735.4,SC,2017
Petroleum,82,32,1274.8,926.8,SC,2017
Coal,26,12,11053.8,10424,SC,2017
Nuclear,14,8,13750.2,13152.4,SC,2017
Other Biomass,44,20,99.4,92.2,SC,2017
Pumped Storage,32,6,5314.4,5432,SC,2017
Solar Thermal and Photovoltaic,42,42,511.2,507.4,SC,2017
Petroleum,48,26,584.8,449,SD,2017
Coal,2,2,900,948,SD,2017
Hydroelectric Conventional,56,10,3468.8,3400,SD,2017
Natural Gas,34,16,2414,1986.6,SD,2017
Wind,30,24,1975.6,1975.6,SD,2017
Solar Thermal and Photovoltaic,2,2,2,2,SD,2017
Natural Gas,172,26,12918.6,10499.4,TN,2017
Solar Thermal and Photovoltaic,22,20,183.2,178.6,TN,2017
Coal,66,12,15253,13172.6,TN,2017
Hydroelectric Conventional,168,56,4998.8,5237.2,TN,2017
Nuclear,8,4,9961.6,9045.4,TN,2017
Other Biomass,22,8,29.2,28.4,TN,2017
Petroleum,48,6,95.2,86.4,TN,2017
Pumped Storage,8,2,3427.2,3232.6,TN,2017
Wind,8,4,57.6,58.2,TN,2017
Wood and Wood Derived Fuels,12,6,371.4,364,TN,2017
Natural Gas,1296,322,156487.8,138771.8,TX,2017
Other,38,30,645.8,604,TX,2017
Hydroelectric Conventional,94,48,1417.2,1340,TX,2017
Other Biomass,120,32,241,224.2,TX,2017
Petroleum,66,22,233.6,217.4,TX,2017
Solar Thermal and Photovoltaic,78,76,2469,2480.4,TX,2017
Wind,330,306,45166.6,45166.4,TX,2017
Coal,80,42,49724.8,47178,TX,2017
Wood and Wood Derived Fuels,18,12,679.2,625.6,TX,2017
Nuclear,8,4,10277.2,9920,TX,2017
Other Gases,16,12,554.2,495.8,TX,2017
Natural Gas,152,44,6457.2,5332.8,UT,2017
Other Biomass,22,8,27,25.6,UT,2017
Coal,20,12,9788.2,9308,UT,2017
Geothermal,10,6,167.6,146,UT,2017
Hydroelectric Conventional,114,60,550.2,538.8,UT,2017
Other,4,4,82.6,80.4,UT,2017
Petroleum,22,6,58.6,55.6,UT,2017
Solar Thermal and Photovoltaic,60,58,1714.2,1714.2,UT,2017
Wind,10,10,776.4,776.4,UT,2017
Coal,40,18,8061.8,7556,VA,2017
Natural Gas,200,58,27261.2,25242.8,VA,2017
Other Biomass,702,48,712.8,628.6,VA,2017
Petroleum,372,78,5511.8,4696.4,VA,2017
Hydroelectric Conventional,150,50,1644.8,1732,VA,2017
Nuclear,8,4,7308.8,7136,VA,2017
Pumped Storage,18,4,6218.6,6482,VA,2017
Solar Thermal and Photovoltaic,42,42,812,693.4,VA,2017
Wood and Wood Derived Fuels,32,20,1323.6,1156.2,VA,2017
Wood and Wood Derived Fuels,8,6,164.8,145.4,VT,2017
Hydroelectric Conventional,258,94,656.6,662.4,VT,2017
Other,2,2,4,4,VT,2017
Petroleum,26,16,265.8,195.8,VT,2017
Solar Thermal and Photovoltaic,62,62,148.6,148.4,VT,2017
Wind,10,10,302,300.4,VT,2017
Other Biomass,2,2,3.2,3.2,VT,2017
Natural Gas,88,36,8232.8,6809.2,WA,2017
Other Biomass,64,10,154,147.4,WA,2017
Petroleum,16,8,31,30.4,WA,2017
Hydroelectric Conventional,570,148,42277,42429,WA,2017
Nuclear,2,2,2400,2354,WA,2017
Other,10,8,15.2,14.8,WA,2017
Pumped Storage,12,2,628,628,WA,2017
Solar Thermal and Photovoltaic,2,2,1,1,WA,2017
Wind,48,42,6148,6146.2,WA,2017
Wood and Wood Derived Fuels,38,24,793.2,674,WA,2017
Coal,4,2,2919.6,2680,WA,2017
Natural Gas,192,92,15255.6,13468.6,WI,2017
Other Biomass,182,48,222.2,218.6,WI,2017
Petroleum,198,62,1558.8,1325.6,WI,2017
Coal,44,24,15443.2,14257.6,WI,2017
Hydroelectric Conventional,492,132,1074.8,788,WI,2017
Wind,32,26,1471,858.6,WI,2017
Wood and Wood Derived Fuels,32,18,651.2,551,WI,2017
Nuclear,4,2,2572,2386.4,WI,2017
Solar Thermal and Photovoltaic,26,26,36.8,36.8,WI,2017
Other,6,2,41.6,42.2,WI,2017
Coal,38,20,26143.4,25116,WV,2017
Hydroelectric Conventional,74,24,741.2,681.6,WV,2017
Natural Gas,36,8,2678.8,2388.6,WV,2017
Other,6,6,131,131,WV,2017
Petroleum,2,2,37,22,WV,2017
Wind,14,12,1372.6,1372.6,WV,2017
Coal,56,24,14508.2,12812,WY,2017
Hydroelectric Conventional,64,32,606.8,614.2,WY,2017
Natural Gas,52,20,612.8,521,WY,2017
Petroleum,8,6,11.6,11.6,WY,2017
Wind,62,42,2974.6,2974.6,WY,2017
Other,2,2,23,23,WY,2017
Other Gases,14,6,223.4,211.8,WY,2017
Coal,34,10,351,307.6,AK,2016
Hydroelectric Conventional,126,64,950.4,940.8,AK,2016
Other Biomass,10,2,23,14,AK,2016
Petroleum,714,194,1642,1450.2,AK,2016
